(178, 213, 223)
(178, 213, 223)
(178, 213, 222)
(180, 214, 222)
(179, 213, 221)
(180, 214, 220)
(181, 214, 220)
(181, 215, 220)
(181, 215, 219)
(182, 216, 218)
(182, 216, 217)
(182, 216, 218)
(184, 217, 217)
(184, 217, 216)
(184, 217, 215)
(184, 217, 215)
(185, 217, 214)
(186, 218, 214)
(186, 218, 214)
(186, 218, 212)
(187, 219, 212)
(188, 219, 211)
(188, 220, 211)
(188, 220, 210)
(189, 220, 209)
(190, 221, 209)
(190, 221, 208)
(190, 222, 208)
(191, 222, 207)
(192, 223, 207)
(192, 223, 206)
(192, 222, 206)
(193, 223, 205)
(193, 224, 204)
(194, 224, 204)
(194, 225, 202)
(195, 225, 202)
(195, 225, 202)
(195, 225, 201)
(196, 226, 201)
(197, 227, 199)
(197, 226, 199)
(198, 226, 198)
(198, 227, 198)
(198, 227, 197)
(199, 228, 197)
(199, 228, 196)
(200, 228, 195)
(200, 228, 195)
(201, 230, 195)
(202, 229, 194)
(202, 230, 193)
(202, 230, 193)
(203, 231, 192)
(203, 231, 191)
(204, 231, 191)
(204, 231, 190)
(205, 232, 190)
(205, 233, 189)
(206, 233, 188)
(206, 233, 188)
(207, 234, 187)
(207, 233, 187)
(208, 234, 186)
(208, 235, 185)
(208, 235, 185)
(209, 235, 185)
(209, 235, 184)
(210, 236, 184)
(210, 236, 182)
(211, 237, 182)
(212, 237, 181)
(211, 237, 181)
(212, 237, 181)
(212, 238, 180)
(213, 238, 179)
(213, 238, 179)
(214, 238, 178)
(214, 239, 178)
(214, 239, 178)
(215, 239, 176)
(216, 240, 176)
(216, 240, 175)
(217, 240, 176)
(217, 241, 174)
(217, 241, 174)
(218, 241, 174)
(218, 241, 173)
(218, 242, 173)
(219, 242, 172)
(219, 242, 172)
(220, 243, 171)
(220, 243, 170)
(220, 243, 170)
(220, 244, 169)
(222, 244, 169)
(222, 244, 169)
(222, 244, 168)
(222, 244, 168)
(222, 245, 167)
(223, 245, 167)
(224, 245, 167)
(224, 245, 166)
(224, 246, 165)
(224, 246, 165)
(224, 246, 165)
(225, 246, 164)
(225, 247, 164)
(225, 247, 163)
(227, 248, 163)
(226, 248, 162)
(226, 248, 162)
(227, 248, 162)
(227, 248, 161)
(227, 248, 161)
(228, 249, 161)
(229, 248, 161)
(228, 249, 160)
(229, 249, 159)
(229, 249, 159)
(229, 250, 159)
(229, 249, 159)
(230, 250, 159)
(230, 251, 158)
(230, 250, 158)
(231, 250, 158)
(230, 251, 157)
(232, 251, 156)
(232, 251, 156)
(231, 251, 156)
(232, 251, 156)
(232, 251, 156)
(232, 252, 156)
(233, 252, 155)
(233, 252, 155)
(233, 251, 156)
(233, 252, 156)
(233, 251, 155)
(233, 251, 156)
(232, 251, 156)
(233, 251, 156)
(233, 251, 157)
(232, 251, 157)
(233, 251, 157)
(232, 250, 158)
(233, 251, 158)
(233, 251, 158)
(232, 250, 159)
(232, 250, 159)
(232, 249, 159)
(232, 249, 159)
(231, 249, 159)
(232, 249, 160)
(231, 249, 161)
(232, 248, 161)
(232, 249, 161)
(231, 248, 162)
(231, 248, 162)
(232, 248, 162)
(231, 247, 163)
(231, 247, 163)
(231, 247, 163)
(231, 247, 164)
(231, 246, 165)
(230, 246, 165)
(231, 246, 165)
(230, 246, 166)
(230, 245, 166)
(230, 245, 166)
(230, 245, 167)
(230, 245, 167)
(229, 245, 168)
(230, 244, 169)
(229, 243, 169)
(229, 244, 170)
(229, 243, 169)
(229, 243, 171)
(229, 243, 170)
(229, 242, 172)
(229, 242, 172)
(228, 242, 172)
(229, 242, 173)
(229, 241, 173)
(228, 241, 174)
(228, 241, 175)
(228, 240, 174)
(228, 240, 175)
(228, 239, 176)
(227, 240, 177)
(227, 239, 177)
(227, 239, 177)
(227, 238, 178)
(227, 239, 178)
(227, 238, 179)
(226, 237, 180)
(227, 237, 180)
(227, 237, 181)
(226, 236, 181)
(226, 236, 182)
(225, 236, 182)
(226, 236, 183)
(226, 235, 184)
(226, 235, 184)
(225, 235, 185)
(225, 234, 185)
(225, 234, 186)
(225, 233, 187)
(225, 233, 187)
(225, 232, 187)
(225, 232, 188)
(225, 232, 189)
(224, 232, 190)
(224, 232, 190)
(224, 231, 190)
(224, 231, 191)
(223, 230, 191)
(223, 230, 192)
(224, 229, 193)
(223, 230, 193)
(223, 229, 194)
(223, 229, 195)
(222, 229, 195)
(222, 228, 196)
(222, 227, 196)
(222, 227, 197)
(222, 227, 198)
(221, 227, 198)
(221, 226, 198)
(222, 226, 199)
(221, 225, 200)
(221, 225, 201)
(221, 225, 201)
(221, 225, 202)
(221, 224, 202)
(220, 224, 203)
(220, 224, 204)
(220, 223, 205)
(220, 223, 205)
(220, 222, 205)
(220, 222, 206)
(219, 221, 207)
(220, 221, 208)
(219, 221, 208)
(219, 220, 209)
(219, 220, 209)
(219, 220, 210)
(219, 219, 210)
(219, 219, 211)
(218, 219, 211)
(219, 218, 212)
(218, 218, 213)
(218, 218, 213)
(217, 218, 214)
(218, 217, 215)
(218, 217, 215)
(218, 216, 216)
(217, 215, 217)
(217, 216, 217)
(217, 215, 217)
(217, 215, 218)
(216, 215, 219)
(216, 214, 219)
(216, 214, 220)
(217, 214, 220)
(216, 213, 221)
(216, 212, 222)
(215, 213, 222)
(216, 212, 223)
(215, 212, 223)
(215, 211, 224)
(215, 211, 225)
(215, 210, 225)
(215, 211, 225)
(215, 210, 226)
(214, 209, 227)
(214, 209, 227)
(214, 209, 228)
(214, 209, 228)
(213, 209, 229)
(214, 208, 230)
(214, 208, 230)
(214, 207, 231)
(213, 207, 231)
(213, 207, 232)
(213, 206, 232)
(213, 206, 233)
(213, 206, 234)
(213, 206, 233)
(213, 205, 234)
(212, 205, 235)
(212, 205, 235)
(212, 204, 236)
(212, 204, 236)
(212, 204, 236)
(211, 204, 237)
(212, 203, 237)
(211, 203, 238)
(211, 202, 239)
(212, 203, 239)
(211, 203, 239)
(211, 202, 240)
(211, 202, 240)
(211, 201, 241)
(211, 201, 242)
(211, 201, 242)
(210, 201, 242)
(211, 201, 243)
(211, 201, 243)
(210, 200, 243)
(210, 200, 244)
(210, 199, 244)
(210, 200, 244)
(210, 199, 245)
(210, 199, 245)
(209, 198, 246)
(210, 199, 246)
(209, 198, 247)
(209, 198, 247)
(209, 198, 247)
(209, 197, 248)
(209, 198, 248)
(208, 197, 248)
(208, 197, 248)
(209, 197, 249)
(208, 197, 249)
(209, 196, 249)
(208, 197, 249)
(209, 196, 250)
(208, 196, 250)
(208, 196, 251)
(209, 196, 251)
(208, 196, 251)
(208, 195, 252)
(208, 195, 251)
